"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj"
"Arl14ep",0.0207634519705997,1.34716538638639,0.191,0.087,1
"Tmem8",0.0207982528576971,-1.46018953567122,0.059,0.173,1
"Cyp2d22",0.0208219815134009,1.70973546577109,0.162,0.069,1
"Hist1h4f",0.0208452830945692,0.422266841627104,0.838,0.688,1
"Bptf",0.0210752529206109,1.42311423961968,0.279,0.168,1
"Snrpe",0.0210841466253443,0.873234198053973,0.441,0.329,1
"Ndst1",0.0210893421707297,0.913268859856226,0.441,0.347,1
"Bcl6",0.0211125029327537,1.01701678469405,0.324,0.197,1
"Fem1b",0.0211175392062473,1.11768354026362,0.294,0.173,1
"Csk",0.0212090660470948,0.660323271646015,0.574,0.462,1
"Bbc3",0.0212703708124841,1.76220288566523,0.176,0.081,1
"Ydjc",0.0212703708124841,1.83259221355663,0.176,0.081,1
"Atp11c",0.0212712342024207,1.83259221355663,0.176,0.081,1
"Ndufa9",0.0213017155448164,1.09780591744967,0.397,0.283,1
"Hlx",0.0213111508714211,1.26916287438511,0.206,0.098,1
"Csf1r",0.0213389310391933,0.952886447274339,0.5,0.399,1
"Klhl11",0.0213511415035026,1.0020299003377,0.324,0.202,1
"Atp13a1",0.0213574665838347,0.922667557858475,0.338,0.214,1
"Pitpna",0.0215009015268252,0.90355873491077,0.426,0.312,1
"Scrg1",0.0215212649559783,-0.578834032169838,0.382,0.572,1
"Phlda3",0.0216800030720777,0.955974629061909,0.456,0.353,1
"Zmym3",0.0217307985778838,1.29058185802002,0.25,0.139,1
"Fam53a",0.021782864417221,0.877680103085165,0.382,0.254,1
"Wtip",0.0218296704443545,1.16659314074456,0.176,0.075,1
"Ncbp1",0.021853254316435,0.856179033874243,0.368,0.237,1
"Scrn3",0.0220397180016201,1.16274081524896,0.235,0.121,1
"Pafah1b3",0.0220705206990703,0.723313872271634,0.471,0.329,1
"Sec23a",0.0224145717500533,1.14071450891896,0.279,0.162,1
"Ppa2",0.0224649871815796,1.29469796649225,0.25,0.139,1
"Srp14",0.022469761714208,0.502140046362726,0.765,0.636,1
"Irs2",0.0224934890409841,1.01013039910881,0.353,0.231,1
"Stub1",0.0225045969386643,0.86851178781157,0.5,0.399,1
"Mocs2",0.0225447373582155,1.4112957238061,0.221,0.116,1
"Sqor",0.0225977008217784,1.26470322619441,0.191,0.087,1
"Ivd",0.0226382670535976,1.10615728688259,0.25,0.133,1
"Psmd13",0.0227167953228184,0.628066213013693,0.559,0.439,1
"Slc29a3",0.02275197951347,-1.65283461361361,0.029,0.127,1
"AI413582",0.0227757737667612,1.19516229294134,0.206,0.098,1
"Zfp318",0.0227757737667612,1.19516229294134,0.206,0.098,1
"Ier5",0.0227857202677414,0.801731249851866,0.515,0.434,1
"Zfp385a",0.0228130402351077,-0.635556622181779,0.191,0.358,1
"Cap1",0.0228228933126134,0.669093481273747,0.618,0.486,1
"Pccb",0.0228481571981085,0.787737977772367,0.456,0.324,1
"Unc5cl",0.0228584006695277,1.93212788710754,0.118,0.04,1
"Zbtb33",0.0228584006695277,1.93212788710754,0.118,0.04,1
"Traf2",0.0228648278731463,1.68420037366396,0.206,0.104,1
"Coil",0.0229203606833593,1.47269626847024,0.147,0.058,1
"Slc4a3",0.0229325134485144,-1.00647156822831,0.074,0.197,1
"Dmtn",0.0230311040034472,0.474626295568644,0.809,0.636,1
"Ilk",0.023041712248944,0.665987570405926,0.515,0.387,1
"Tmpo",0.0230612508643098,0.345302642369196,0.985,0.942,1
"Maea",0.0230980464896871,1.05343418332967,0.294,0.168,1
"Kctd10",0.0231271539245016,0.661273976814448,0.515,0.41,1
"C1qa",0.0232295322223781,0.601211008992924,0.662,0.555,1
"1700037H04Rik",0.0232672132738664,0.999242082966078,0.382,0.26,1
"Map3k5",0.0232848118549139,1.47269626847024,0.206,0.104,1
"Bckdhb",0.0233579824751176,1.20514638151396,0.294,0.179,1
"Ikbip",0.0233714909617932,1.04760510452748,0.176,0.075,1
"Eif4enif1",0.0234129568503404,1.1032398035003,0.324,0.202,1
"Elovl1",0.0234399037506638,1.10205288854985,0.279,0.162,1
"Zfp691",0.0234938661142737,1.62727330557912,0.162,0.069,1
"Tmem143",0.0234938661142737,1.62727330557912,0.162,0.069,1
"Gpam",0.0235007116293194,1.29985967160803,0.265,0.156,1
"Mknk2",0.0235232849815281,0.861738559216144,0.529,0.416,1
"Por",0.0236095894832147,0.968653763132656,0.397,0.283,1
"Tmem176a",0.0236154362866018,1.12477296504994,0.279,0.162,1
"Trmt1l",0.0236165871822481,1.53981046432878,0.162,0.069,1
"Slc35a2",0.0236165871822481,1.53981046432878,0.162,0.069,1
"Sec23ip",0.0237200123296883,0.984595307001677,0.368,0.249,1
"Klhl42",0.0237249957352395,0.988711415473909,0.353,0.237,1
"Ppif",0.0237581386161124,1.08936762891874,0.368,0.254,1
"Nbl1",0.0237967833620721,0.288271697332817,0.897,0.74,1
"Nfe2l1",0.0238475375327357,0.377753706219808,0.838,0.769,1
"Dmac2l",0.023893902551382,1.93212788710754,0.118,0.04,1
"Gadd45a",0.0240289417769899,0.69691142541351,0.5,0.376,1
"Tinagl1",0.024083732644122,0.861738559216143,0.368,0.237,1
"Soga1",0.0241722733986224,0.91276256224061,0.5,0.434,1
"Endog",0.0242067960747743,1.40605907543995,0.235,0.127,1
"Cdca3",0.0242531142159903,0.464522337024544,0.853,0.757,1
"Rgs3",0.0242615875352979,1.22163450430253,0.338,0.237,1
"Zmym4",0.0242932775390913,1.17313598661134,0.338,0.225,1
"Zdhhc18",0.0243325936119163,1.05170950286021,0.25,0.133,1
"Sema6c",0.0243508279587434,-1.0103866182317,0.074,0.197,1
"Trmt61a",0.0244209965592017,1.52773763202821,0.176,0.081,1
"Anxa3",0.0245223366050286,1.01013039910881,0.426,0.312,1
"Yipf5",0.0245356959789209,1.61019979222018,0.118,0.04,1
"Frmd6",0.0247316351458022,0.78156821053216,0.529,0.434,1
"Sidt2",0.0247340852352791,0.562894077441822,0.662,0.566,1
"Vars2",0.0247834238655896,1.06705746719365,0.294,0.173,1
"Rpa1",0.0248311244668234,0.778881626811859,0.456,0.358,1
"Rfc1",0.0248569883744429,0.987622999699245,0.412,0.306,1
"Fxyd5",0.0248804081169014,0.492363301926321,0.794,0.682,1
"Ahcyl2",0.0249279923636755,1.43462822763672,0.162,0.069,1
"Fam168a",0.024967030491141,1.66909348127375,0.118,0.04,1
"Hhipl1",0.024967030491141,1.66909348127375,0.118,0.04,1
"Fbxl7",0.024967030491141,1.66909348127375,0.118,0.04,1
"Atpaf2",0.0249687463575981,1.21592085310813,0.338,0.231,1
"Chtop",0.0249829651443841,0.770973095292961,0.456,0.335,1
"Dab2ip",0.0251726993719348,1.04760510452748,0.324,0.214,1
"Gosr2",0.0252639629344428,1.04050404815233,0.338,0.225,1
"Cenpa",0.0253975687233102,0.432054283972898,0.735,0.63,1
"Lyn",0.0254265343106604,0.742025003727599,0.529,0.451,1
"Frmd4b",0.0254556258718611,0.920350719331188,0.471,0.382,1
"Heyl",0.0255053730419069,1.29271760236401,0.25,0.139,1
"Fap",0.0255508901781666,1.23168816896645,0.235,0.127,1
"Rab28",0.0256055262476741,-1.18888751385382,0.044,0.15,1
"Notch4",0.0256061902948673,1.42516789838766,0.191,0.092,1
"Bfar",0.0257111747086901,1.17724038494407,0.25,0.139,1
"Iffo2",0.0257218196514525,1.42962754657836,0.176,0.081,1
"Capn10",0.0258160979701371,1.4674596201041,0.221,0.116,1
"Tctn1",0.0259137758951964,1.42962754657836,0.191,0.092,1
"Atp6v0a2",0.0259358778602499,1.43462822763672,0.176,0.081,1
"Rfxank",0.0259358778602499,1.43462822763672,0.176,0.081,1
"Racgap1",0.0259396923975037,0.883764865546142,0.456,0.364,1
"Ogfr",0.0260385097144606,1.34716538638639,0.221,0.116,1
"Ddx19b",0.0260793343379976,1.5170903878287,0.118,0.04,1
"Aste1",0.0260793343379976,1.5170903878287,0.118,0.04,1
"Bri3",0.0261999109305057,0.890787091726642,0.382,0.26,1
"Rsu1",0.0262233020430575,0.562894077441822,0.632,0.555,1
"Rbm25",0.0262292035548981,0.841930078135963,0.324,0.197,1
"Slc25a20",0.0263134257816544,0.988711415473909,0.338,0.22,1
"Copb1",0.0264669366022332,0.836970654067202,0.471,0.387,1
"Acsbg1",0.0264713666187548,1.48466891013632,0.118,0.04,1
"Kpna6",0.0264920493656786,1.22852088988777,0.294,0.185,1
"Hspa12b",0.0265501310993851,1.02523729149902,0.206,0.098,1
"Sirpa",0.0266445429857968,0.740829234872662,0.5,0.387,1
"Depdc5",0.0267712155967616,1.01013039910881,0.235,0.121,1
"Usp46",0.0267712155967616,1.01013039910881,0.235,0.121,1
"Rbl2",0.0268999392922873,-0.62683940508067,0.118,0.26,1
"Zfp532",0.0269054492427878,1.11583984027993,0.25,0.139,1
"Pex14",0.0269139948375128,0.74571476287666,0.485,0.37,1
"Junb",0.0270010446328575,0.885585301170511,0.471,0.364,1
"Cmip",0.0272749087552799,1.34716538638639,0.221,0.116,1
"Gramd4",0.02731313138831,1.21592085310813,0.235,0.127,1
"Msh3",0.0273816695183149,1.10205288854985,0.25,0.139,1
"Epb41l2",0.0274051852246326,0.727013457202929,0.456,0.335,1
"Etfbkmt",0.0275278110752915,1.34716538638639,0.176,0.081,1
"Nsmce3",0.0275501082630131,0.796968303825906,0.441,0.329,1
"Tril",0.0276150933116734,1.43462822763672,0.176,0.081,1
"Dda1",0.0276915839648476,0.661800988707391,0.544,0.445,1
"Scarf2",0.0277750183837707,0.620730459712349,0.647,0.59,1
"Uqcrb",0.0277836754746674,0.980383055714762,0.353,0.243,1
"Arpc1a",0.0278415159899723,0.733056540005713,0.412,0.306,1
"Gmps",0.0278804527878001,0.999242082966078,0.456,0.364,1
"Lamb3",0.0279864764503826,-1.51081560874119,0.044,0.145,1
"H2afz",0.0280380481083328,0.27135909195171,1,0.994,1
"Cby1",0.0281061527869163,1.25970254513605,0.265,0.156,1
"Ppil1",0.0281791773805238,1.24407189342228,0.25,0.139,1
"Mef2a",0.0281848413548812,0.884822172329185,0.397,0.283,1
"Taok2",0.0282426148050131,0.579112114436082,0.676,0.584,1
"Otub1",0.0282831790084545,0.698637756887763,0.574,0.462,1
"Itga7",0.0283490583460654,-1.46018953567122,0.044,0.145,1
"Nfasc",0.0284120115335532,-0.885495370403889,0.103,0.231,1
"Psmc3",0.0285038050570528,0.489184391258813,0.735,0.665,1
"Eapp",0.0285129194267281,0.923357677479809,0.382,0.266,1
"Igf2",0.028641336498749,0.58323274461991,0.632,0.52,1
"Lat",0.0286587425929265,1.72567700964011,0.132,0.052,1
"Mis12",0.0286587425929265,1.72567700964011,0.132,0.052,1
"Zfp608",0.0286587425929265,1.72567700964011,0.132,0.052,1
"Mcat",0.028688370671987,1.69508868980669,0.132,0.052,1
"Tmem160",0.028769984587611,0.582793634879527,0.574,0.491,1
"Ifnar1",0.0287890999351732,1.34716538638639,0.25,0.145,1
"Slc27a4",0.0287953086087701,-0.776217029118897,0.147,0.289,1
"Ezr",0.0288190469618047,0.464298019984383,0.75,0.642,1
"Trim28",0.0289304033446147,0.727769388601355,0.559,0.434,1
"Gphn",0.0289545402076813,-1.59143406894947,0.029,0.121,1
"Gmfb",0.0290015805345635,1.28005119052785,0.221,0.116,1
"Eno2",0.0290325489536234,1.26916287438511,0.206,0.104,1
"Pgam5",0.0292130169504539,1.20966186263645,0.279,0.168,1
"Cxcr4",0.0292757775002664,0.530611527482316,0.588,0.428,1
"Cilp",0.0293852307033329,-0.638895422655741,0.25,0.41,1
"Cplx1",0.029439508070416,1.25970254513605,0.176,0.081,1
"Psme3",0.0295537409415627,0.895469416528693,0.471,0.387,1
"Odf2",0.0296024452913566,0.586835799154669,0.485,0.347,1
"Psd",0.0296506758722918,1.26470322619441,0.191,0.092,1
"Atxn1",0.0296616504756035,1.20277547705121,0.221,0.116,1
"Dnaja2",0.0296706277103289,0.782102443102934,0.515,0.422,1
"Arl8a",0.0297683052981212,0.9090442739945,0.309,0.185,1
"Srp9",0.0298737761181728,0.485296305249878,0.765,0.705,1
"Mtfr1",0.0298744193580181,0.749924555886792,0.412,0.289,1
"Acap3",0.0299016976251513,0.835266347854952,0.441,0.341,1
"Spock2",0.0299144736771756,1.16274081524896,0.221,0.116,1
"Zdhhc3",0.0300571893633112,0.680902783563381,0.456,0.341,1
"Zmat2",0.0300935220573601,0.393294557115586,0.853,0.728,1
"Dbndd2",0.0301488251818267,1.61019979222018,0.132,0.052,1
"Cln5",0.0301488251818267,1.61019979222018,0.132,0.052,1
"Cep120",0.0301488251818267,1.61019979222018,0.132,0.052,1
"Tmem14c",0.0302054781861733,0.693161241235578,0.559,0.439,1
"Guk1",0.0302059996474105,0.825212683191029,0.382,0.254,1
"Nrarp",0.0302362643243806,1.70973546577109,0.162,0.075,1
"Lrp8",0.0302512109299044,1.23168816896645,0.25,0.145,1
"Gabpb1",0.0302851309701164,2.12477296504994,0.103,0.035,1
"Tmem38b",0.0302865195223402,2.34716538638639,0.103,0.035,1
"Wdr55",0.0304270465444815,1.02523729149902,0.265,0.15,1
"Pdrg1",0.0304410259958244,0.602094742583124,0.559,0.457,1
"2210016F16Rik",0.0304607700902222,1.04760510452748,0.265,0.15,1
"Zfp91",0.0305424621512838,0.890307711412914,0.426,0.318,1
"Myl12a",0.0305928836856019,0.379902172798385,0.853,0.792,1
"Hipk3",0.0307354383222167,0.790772037862,0.441,0.329,1
"Lrrc75a",0.0307696881849502,1.26470322619441,0.176,0.081,1
"Slc22a17",0.0308067495409843,1.13771202075744,0.279,0.173,1
"Lgmn",0.0309006657479682,0.816650669687605,0.397,0.277,1
"Acaca",0.0309022352407378,1.00139054954466,0.397,0.301,1
"Podxl2",0.0309282169599455,1.14071450891896,0.338,0.237,1
"Dnajb1",0.0309887078882167,0.699467130317266,0.5,0.399,1
"Golga7",0.0310140291070851,0.804638151985626,0.412,0.295,1
"Eps15l1",0.0310246851741551,0.713293285184283,0.603,0.514,1
"Timm9",0.0311312755077995,1.19516229294134,0.191,0.092,1
"Gcnt2",0.0312136779128007,1.17724038494407,0.176,0.081,1
"Scaf11",0.0312381897383932,1.24025018246987,0.25,0.145,1
"Ccdc8",0.031343914303522,-0.900762127057201,0.088,0.208,1
"Vps35l",0.0313973706130176,1.1607522621555,0.265,0.156,1
"Gpr153",0.0314288494383842,0.890307711412914,0.412,0.312,1
"Eif3e",0.0314411865034508,0.523322341540212,0.632,0.538,1
"Gtf2a2",0.0314616454801839,1.16659314074456,0.176,0.081,1
"Met",0.0314981236419753,1.99924208296608,0.103,0.035,1
"Mgl2",0.0314981236419753,1.99924208296608,0.103,0.035,1
"Plin5",0.0314981236419753,1.99924208296608,0.103,0.035,1
"Flt1",0.0314985693576693,0.79782679539595,0.382,0.26,1
"Cfp",0.0315067831194419,0.923357677479809,0.368,0.254,1
"Tax1bp1",0.0315255108373024,0.485548870542307,0.632,0.52,1
"Sost",0.0315498823301031,1.38563953420102,0.279,0.179,1
"Pbx1",0.031581619403773,0.769189315981336,0.485,0.405,1
"Tubb6",0.0317229780008044,0.83901848271606,0.397,0.289,1
"Mllt1",0.0317651897818231,0.589138176692349,0.574,0.451,1
"Zkscan6",0.0317688584913969,1.03904309102405,0.235,0.127,1
"Vars",0.031796679502128,1.02523729149902,0.426,0.358,1
"Iars2",0.0319016707951553,1.2669950377024,0.294,0.197,1
"Afg3l2",0.0319080209813516,0.999242082966078,0.309,0.197,1
"4931406P16Rik",0.0319750289722149,0.881501814037573,0.426,0.341,1
"St6galnac4",0.0320730464971467,0.689271363211378,0.397,0.272,1
"Nol8",0.0320841195449822,-1.23779711433477,0.029,0.121,1
"Rbm26",0.0321348088539974,0.976796936441269,0.353,0.243,1
"Psenen",0.0322203155636732,0.871827376839727,0.353,0.237,1
"Csnk2b",0.0323064998213861,0.471493521388587,0.721,0.63,1
"Mknk1",0.0323141364483083,0.786049627619597,0.471,0.382,1
"Treml2",0.0323554562221984,1.87768010308517,0.103,0.035,1
"Cdc34",0.0323669570720686,0.884193410043839,0.353,0.237,1
"Rpa3",0.0324322347085147,-0.9091743668734,0.088,0.208,1
"Eif4ebp1",0.0325265836590464,0.91748111114314,0.397,0.289,1
"Ino80e",0.0326913535638172,0.818786414031596,0.456,0.341,1
"Dr1",0.0327428370716223,0.943809692155177,0.309,0.191,1
"Ptgfr",0.032749520855948,1.86173855921614,0.103,0.035,1
"Mcm7",0.032749520855948,1.86173855921614,0.103,0.035,1
"Phf14",0.032749520855948,1.86173855921614,0.103,0.035,1
"Acer3",0.0327497648400424,1.99924208296608,0.103,0.035,1
"Sertad1",0.0328202248212295,1.14363199230125,0.279,0.173,1
"Eif2s2",0.032861313374204,0.556260985109375,0.559,0.439,1
"Tmem119",0.0328746668635712,0.778144429534251,0.559,0.514,1
"Pigt",0.0329097570066161,0.789169933265498,0.338,0.214,1
"Ubqln4",0.0330446442706273,0.855312290056711,0.338,0.22,1
"Pigs",0.0330901919686852,0.737111904702399,0.471,0.353,1
"Wdr13",0.033128464852287,1.34716538638639,0.235,0.133,1
"Polr1b",0.0331941200494437,1.56955780772283,0.147,0.064,1
"Wwox",0.0331941200494437,1.56955780772283,0.147,0.064,1
"Srsf4",0.0331996207622777,0.924932385703338,0.412,0.301,1
"Coq8b",0.0333209173374576,1.34716538638639,0.132,0.052,1
"Csde1",0.0333319918634775,0.737111904702399,0.456,0.358,1
"Slc25a42",0.0333413342392885,1.28576484172224,0.221,0.121,1
"Piga",0.0333734394289715,1.34716538638639,0.132,0.052,1
"Tmem100",0.033521101650599,1.24762971283547,0.235,0.133,1
"Zbtb7c",0.0337528430652399,1.07153094377296,0.221,0.116,1
"Wdfy1",0.0338401312377397,1.18366665410351,0.235,0.133,1
"Prkce",0.0339171354388521,1.59509289982997,0.176,0.087,1
"Hoxc4",0.0339334166602741,0.804023061359856,0.338,0.22,1
"Emilin2",0.0339848364680187,1.02523729149902,0.324,0.22,1
"Gli3",0.0340401854853347,1.70973546577109,0.103,0.035,1
"Rasa1",0.0340401854853347,1.70973546577109,0.103,0.035,1
"Pcdhgb4",0.0340401854853347,1.70973546577109,0.103,0.035,1
"Rsrc2",0.0341049094169071,0.63775551474074,0.559,0.486,1
"Sh3kbp1",0.0341127882844733,0.581630640023408,0.574,0.462,1
"Rmc1",0.0341949473885045,0.725677009640115,0.515,0.416,1
"Snrpg",0.0342297920232701,0.410890983996772,0.676,0.538,1
"Iqsec1",0.0342763975176598,0.814291396813683,0.412,0.289,1
"Med25",0.0342939800976274,0.94506694281504,0.412,0.329,1
"Snx21",0.0343118045720389,0.958123095640486,0.368,0.26,1
"Mdm4",0.0343844056435409,1.66909348127375,0.162,0.075,1
"Sephs1",0.0344370651527249,0.968653763132655,0.294,0.173,1
"Gxylt2",0.0347595690247715,1.34716538638639,0.279,0.185,1
"Cdc6",0.0347770526114308,0.525502627644898,0.662,0.503,1
"Hs3st1",0.034843213905332,-1.51081560874119,0.044,0.139,1
"Fcer1g",0.0348505729640944,0.716810982851215,0.559,0.451,1
"Cd274",0.0349924144281207,1.4540805903029,0.147,0.064,1
"Lats1",0.0349971857097593,0.684200373663956,0.456,0.329,1
"Hmgn3",0.0350136995782929,0.973706990858941,0.368,0.254,1
"Wdr37",0.0350469502390727,1.02523729149902,0.279,0.168,1
"Tmem204",0.0350557961440675,1.29985967160803,0.265,0.162,1
"Gstm5",0.0350583930756183,-0.906591205859398,0.132,0.26,1
"Cemip",0.0350680518865211,1.20966186263645,0.132,0.052,1
"Cacnb3",0.0351571298334016,0.932127887107541,0.279,0.162,1
"Aagab",0.0352423136438469,0.861738559216144,0.338,0.22,1
"Dipk2a",0.0353513445475299,0.737111904702399,0.235,0.121,1
"Clec12a",0.0353530555404513,1.0934087941406,0.397,0.306,1
"Gchfr",0.0353709902733831,1.53981046432878,0.103,0.035,1
"Rarres1",0.0353709902733831,1.53981046432878,0.103,0.035,1
"Sall2",0.0353709902733831,1.53981046432878,0.103,0.035,1
"Eaf2",0.0353709902733831,1.53981046432878,0.103,0.035,1
"Syn1",0.0353709902733831,1.53981046432878,0.103,0.035,1
"Gm773",0.0353709902733831,1.53981046432878,0.103,0.035,1
"Taf9b",0.0353709902733831,1.53981046432878,0.103,0.035,1
"Yif1b",0.035448921720085,0.913268859856226,0.426,0.341,1
"H2-K1",0.0354950162916888,0.827791227292806,0.309,0.191,1
"Noc2l",0.0355851777575348,0.887733767749088,0.368,0.249,1
"Plin3",0.0355873617940655,0.830106950167032,0.456,0.37,1
"Gfod2",0.0357496352490153,-1.46018953567122,0.044,0.139,1
"Cux1",0.035816683930394,0.551985178274883,0.529,0.41,1
"Tbl1xr1",0.0358482705759435,-0.854468474783265,0.029,0.121,1
"Blvra",0.0359717459276451,0.861738559216144,0.279,0.162,1
"Eloa",0.0361876817531802,1.18962410939991,0.25,0.145,1
"Per3",0.0362303489928462,-0.389800207779821,0.265,0.457,1
"Pmm1",0.0363271304851181,0.74050781456591,0.412,0.295,1
"Pamr1",0.0364867002440805,0.577778314527801,0.544,0.422,1
"Eif2b4",0.0364956911289908,0.922667557858475,0.338,0.231,1
"Atp6v0b",0.0365472711266233,0.503890890073838,0.603,0.486,1
"Cdc45",0.0365714854398773,0.960142263277138,0.324,0.214,1
"Rnf14",0.0365930017124521,1.5586694915801,0.191,0.098,1
"Ttc38",0.0366208751751704,0.993528431771685,0.221,0.116,1
"Larp7",0.0366340984301351,1.01013039910881,0.206,0.104,1
"Foxd1",0.0366565379666767,-0.574832101612342,0.176,0.324,1
"Colgalt1",0.0367031510371142,0.59380535396951,0.794,0.699,1
"Ltbp3",0.0369513848083544,0.677313988078716,0.544,0.491,1
"Tmem50b",0.0369588770550876,1.12477296504994,0.132,0.052,1
"Osbpl9",0.0369757438083055,0.664905684310314,0.441,0.329,1
"Rasgrp2",0.0369883132765932,0.821096574718798,0.426,0.335,1
"Sdc2",0.0369917243936262,1.1607522621555,0.279,0.173,1
"Tgoln1",0.0370235851016709,0.814670305559364,0.441,0.353,1
"Pxn",0.037044611564222,0.842692803525597,0.382,0.277,1
"Tnfaip8",0.0370687174119969,0.779480877097064,0.456,0.347,1
"Rab4a",0.0370869455338625,-1.06787211289246,0.059,0.162,1
"Aspm",0.0371250444371415,0.673393618707373,0.382,0.266,1
"Samd8",0.0371430653835429,1.34716538638639,0.147,0.064,1
"Ccdc66",0.0371430653835429,1.34716538638639,0.147,0.064,1
"Plod3",0.0372189244564962,0.823603430329372,0.397,0.289,1
"Pcolce2",0.0374712816733382,-0.559725209222133,0.132,0.272,1
"Tlnrd1",0.0374853687232007,1.07651779644272,0.412,0.335,1
"Fads2",0.0375025679183011,1.03229204903297,0.353,0.237,1
"Cep85",0.0375463643842312,1.17724038494407,0.235,0.133,1
"Pspc1",0.0375830024941462,0.426892578857119,0.691,0.578,1
"R3hdm4",0.0376043507703979,0.529225713687615,0.691,0.624,1
"Adcy3",0.0376044046457477,1.42516789838766,0.176,0.087,1
"Kifc3",0.0376148925375484,1.23613407399764,0.221,0.121,1
"Ube3c",0.0376806188525026,0.972769871604887,0.412,0.324,1
"Cd99l2",0.0377983084175228,1.16659314074456,0.279,0.173,1
"Dbnl",0.0378650955623948,0.725677009640115,0.441,0.341,1
"Kidins220",0.0378789826824855,0.932127887107541,0.426,0.324,1
"Dnajc15",0.0378849987827457,1.0576587691914,0.338,0.243,1
"Xpnpep1",0.0378934552238333,0.506473280454669,0.721,0.613,1
"Rragc",0.0379715034087851,0.816650669687605,0.353,0.231,1
"Pdcd5",0.0380155783179117,0.899706409415164,0.324,0.214,1
"Terf2ip",0.0380616821210938,1.06337242038579,0.25,0.145,1
"Slc39a7",0.0381583837052054,0.642621269912557,0.559,0.497,1
"Txndc15",0.0382564465731522,0.870727342443398,0.368,0.266,1
"Ppp2r3d",0.0384026450155261,0.786450431911906,0.368,0.249,1
"Irgq",0.0385419584612354,1.03030828104645,0.412,0.306,1
"Slc43a2",0.0385765401339121,1.34716538638639,0.162,0.075,1
"Ppp2r5a",0.0386261999451397,0.906592795000404,0.382,0.272,1
"Nup210",0.0386287634368947,0.704717391004469,0.559,0.457,1
"Ddt",0.0387028969147198,0.940540126923741,0.382,0.277,1
"Mapk8ip1",0.0387201583321137,0.941173026710548,0.353,0.266,1
"Svbp",0.0387662733624872,0.503890890073838,0.588,0.457,1
"Kti12",0.0387925126751109,0.932127887107541,0.294,0.179,1
"Tmcc3",0.0388739657122007,1.34716538638639,0.176,0.087,1
"Prpf39",0.0388739657122007,1.34716538638639,0.176,0.087,1
"Ahr",0.0389849979641606,1.24025018246987,0.147,0.064,1
"Prr7",0.0389962835867768,0.932127887107542,0.221,0.116,1
"Prrc2c",0.0391895956064383,0.776008685190259,0.515,0.451,1
"Brf1",0.0392293461731504,0.871827376839727,0.397,0.301,1
"Prr12",0.0392967132643456,0.800883353829289,0.456,0.358,1
"Mbnl2",0.0393305648049364,0.65359238773356,0.559,0.509,1
"Pirb",0.039429773604775,0.932127887107542,0.309,0.202,1
"Pakap.1",0.0394942386241139,1.16274081524896,0.324,0.231,1
"Scaf8",0.039502114725348,0.789169933265498,0.338,0.22,1
"Stambp",0.0395059819523207,1.20966186263645,0.191,0.098,1
"Atp13a2",0.0395333756442755,0.654143139807776,0.485,0.37,1
"Ets1",0.0397216564598463,1.26916287438511,0.191,0.098,1
"Cuedc2",0.0397540468287268,0.921401480514483,0.485,0.393,1
"Bop1",0.039854253510582,0.786450431911906,0.412,0.289,1
"Ikzf1",0.039878989374746,0.449045000405599,0.765,0.595,1
"Stk24",0.0400114113022743,0.717533836331501,0.441,0.324,1
"Slc16a10",0.040081255191356,1.01013039910881,0.397,0.318,1
"Ppp1r12a",0.0401334824196993,0.971016900501136,0.368,0.254,1
"Ccm2",0.0401528034358453,-0.460189535671219,0.147,0.289,1
