"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj"
"Phlpp2",0.517677131715498,0.844665045857202,0.118,0.092,1
"Tmem255a",0.51789496786846,0.429627546578358,0.191,0.249,1
"Znhit3",0.517896252430455,0.661273976814448,0.221,0.202,1
"Phax",0.517989929172401,0.487343044434645,0.25,0.225,1
"Vps28",0.518122555611432,0.481182734358073,0.456,0.486,1
"Mvb12b",0.518277656104579,0.700802341001085,0.206,0.185,1
"Tmx3",0.518361796919163,0.539810464328781,0.206,0.179,1
"Bccip",0.518924336086077,0.391108733973982,0.382,0.364,1
"Dot1l",0.51917131656115,0.532721039542462,0.25,0.231,1
"Phactr4",0.519678292573319,0.695088689806692,0.147,0.121,1
"Robo4",0.520023162617189,0.722674521478591,0.206,0.191,1
"Rnaseh2b",0.520074476438788,0.565805672861726,0.265,0.243,1
"Unc45a",0.520144766668867,1.03904309102405,0.162,0.139,1
"Fam43a",0.520384679915286,0.43858841414998,0.456,0.462,1
"Nrep",0.520850845674404,0.274409043951071,0.456,0.462,1
"Sprtn",0.521362974276919,0.63667200358137,0.191,0.168,1
"Mon1a",0.521881930410569,0.48466891013632,0.132,0.104,1
"Wbp1l",0.522108143889705,0.383691262411499,0.206,0.173,1
"Birc3",0.52229262492222,0.462642603806321,0.132,0.104,1
"Oat",0.522497702440796,0.320198338786116,0.441,0.451,1
"2300009A05Rik",0.523335086085741,0.465809882885004,0.191,0.162,1
"Smim13",0.523418129369389,-0.304911310193308,0.162,0.197,1
"Cyth3",0.524108057503303,0.313218054463048,0.25,0.214,1
"Gtpbp6",0.524506393269292,0.734188509495632,0.162,0.139,1
"Troap",0.524668774641963,0.610199792220179,0.162,0.133,1
"Atp11b",0.524978814793958,0.499168479831435,0.162,0.133,1
"Shisa5",0.525114864404254,0.539810464328781,0.191,0.162,1
"Gm2a",0.525236917382004,0.855312290056711,0.221,0.214,1
"Zfp513",0.525517911187006,0.28303504896667,0.25,0.214,1
"Ankrd28",0.52577719905836,0.510664118669264,0.162,0.133,1
"Morf4l1",0.526440030423133,0.661273976814448,0.191,0.168,1
"Slc9a8",0.526503766770424,0.384640091805048,0.368,0.341,1
"Pid1",0.526756080685293,0.877680103085165,0.118,0.092,1
"Pitrm1",0.527246574022969,0.519346361769065,0.353,0.341,1
"Supt3",0.527268309861023,0.719134163773343,0.191,0.168,1
"Mark3",0.52747702235998,0.427335735070368,0.338,0.318,1
"Usp8",0.527655414235214,0.472696268470244,0.338,0.318,1
"Endod1",0.527912228886657,0.292717602364009,0.279,0.249,1
"Chd1",0.52804763210032,0.63667200358137,0.118,0.092,1
"Ecsit",0.52822482468088,0.610199792220179,0.118,0.092,1
"G6pc3",0.528357637831226,0.569557807722833,0.206,0.179,1
"Prps2",0.528834866306248,0.794624363357606,0.132,0.11,1
"Txnrd2",0.529475178248417,0.363653509174954,0.382,0.353,1
"Mtor",0.529736336708307,0.496308825692195,0.368,0.382,1
"Acap2",0.529742220441272,0.276776058494987,0.221,0.185,1
"Fbxw11",0.52986589547965,0.565805672861726,0.279,0.26,1
"Rnps1",0.530077181946411,0.514275372221643,0.294,0.283,1
"Kdm3b",0.530381226209418,0.639346137879695,0.265,0.243,1
"Pycr1",0.530395334883776,0.610199792220179,0.147,0.121,1
"Fam107b",0.530563992690264,0.4467010599373,0.279,0.266,1
"Ubr3",0.531175372176382,0.399632806280521,0.279,0.254,1
"Cers2",0.532462539583276,0.932127887107541,0.206,0.191,1
"Mtcl1",0.532474106327852,0.347165386386385,0.103,0.139,1
"Deaf1",0.532822902379813,0.337041169112678,0.515,0.532,1
"Ninl",0.533014443596498,0.414279582244922,0.132,0.104,1
"Zbtb4",0.533081819919539,0.318596234189614,0.265,0.231,1
"Dkc1",0.533101978948298,0.421165967830162,0.324,0.295,1
"Dcun1d5",0.533388470486916,0.436432724483473,0.382,0.387,1
"Alms1",0.534073673264638,0.615654222312287,0.368,0.376,1
"Grcc10",0.534108489636733,0.512224632656881,0.309,0.301,1
"Ralgps2",0.534184173192138,0.527737632028206,0.176,0.15,1
"Snai2",0.534711938646075,0.741444325498432,0.206,0.185,1
"Erap1",0.535093953814136,-0.29669080338834,0.088,0.116,1
"Rtl10",0.535904791692786,0.684200373663956,0.118,0.092,1
"Hcls1",0.535998981464367,0.735730674304038,0.265,0.266,1
"Pfdn6",0.536056713790688,0.347165386386385,0.368,0.353,1
"Agap1",0.536692314233742,0.539810464328781,0.294,0.277,1
"Gins4",0.537207318939779,1.12477296504994,0.132,0.11,1
"Rftn1",0.537324846376922,0.4467010599373,0.162,0.133,1
"Irx1",0.537443145287897,-0.267544457728823,0.191,0.225,1
"Cfl2",0.537711021273744,0.305345210691758,0.132,0.179,1
"Melk",0.537903016672593,0.347165386386385,0.118,0.156,1
"Fars2",0.537976930331077,0.296539313316417,0.176,0.145,1
"Pds5b",0.538241898703558,0.372256367349215,0.456,0.48,1
"Man2c1",0.538255435348423,0.482094966472494,0.25,0.225,1
"Primpol",0.538290551344646,0.719134163773343,0.118,0.092,1
"Rbm4",0.538347721192313,0.806597005023682,0.103,0.081,1
"Rmdn1",0.538511721942427,0.558669491580097,0.118,0.092,1
"Tmem161b",0.538511721942427,0.558669491580097,0.118,0.092,1
"Atxn7",0.538511721942427,0.558669491580097,0.118,0.092,1
"Comtd1",0.538511721942427,0.558669491580097,0.118,0.092,1
"Atp6ap2",0.538624553695018,0.517090387828698,0.279,0.254,1
"Cpsf2",0.53866286748807,0.539810464328781,0.118,0.092,1
"Adi1",0.539639518526814,0.610199792220179,0.176,0.15,1
"Mapkapk3",0.539819284521801,0.730494025937891,0.132,0.11,1
"Pak2",0.540485042642386,0.410359212873579,0.309,0.283,1
"Mtap",0.540522241024624,0.472696268470244,0.132,0.104,1
"Galnt2",0.540550877314858,0.42659985388079,0.265,0.243,1
"Ufsp1",0.540864049698987,0.762202885665229,0.132,0.11,1
"Pde7a",0.540984763629003,0.550698780471517,0.176,0.15,1
"Usp49",0.541329433722235,-0.29669080338834,0.088,0.116,1
"Ttc19",0.541610447704198,0.313998522451186,0.397,0.376,1
"Slpi",0.542158164979441,0.313218054463048,0.368,0.347,1
"Ric8a",0.542343024035755,0.787737977772367,0.162,0.139,1
"1810009A15Rik",0.542471987874433,0.812828958735197,0.206,0.185,1
"Numbl",0.542823708556043,0.374132433986654,0.265,0.237,1
"Nup205",0.543061723135694,0.569557807722833,0.147,0.121,1
"Aimp2",0.543348111305227,0.550698780471517,0.191,0.168,1
"Adra1d",0.543502087247145,0.70330919661166,0.132,0.11,1
"Pggt1b",0.543505310339104,0.390234108278271,0.191,0.162,1
"Tbpl1",0.543948913738606,0.58817348589018,0.147,0.121,1
"Rcor3",0.543949170162509,0.695088689806692,0.147,0.121,1
"Tmem127",0.543956125269744,0.646725668245293,0.221,0.202,1
"Glis2",0.544049268063556,0.690053099909393,0.221,0.197,1
"Zc3hav1",0.544067261926337,0.414279582244922,0.279,0.26,1
"Zfp426",0.546587323915696,0.510664118669264,0.147,0.121,1
"Polr2b",0.546971650031966,0.460822168181952,0.294,0.283,1
"Slc25a28",0.547231485125173,0.785286498778271,0.176,0.156,1
"Abhd2",0.547255643792924,0.27501560063055,0.368,0.347,1
"Cfap74",0.547555322641693,0.63667200358137,0.118,0.092,1
"Tbc1d17",0.547692432450286,0.372256367349215,0.279,0.254,1
"Dll4",0.547984936317136,0.899706409415164,0.103,0.081,1
"Ptn",0.548403541315845,0.635290773183009,0.368,0.382,1
"Pcgf3",0.548873147206005,0.499168479831435,0.118,0.092,1
"Med29",0.548873147206005,0.499168479831435,0.118,0.092,1
"BC031181",0.548873147206005,0.499168479831435,0.118,0.092,1
"Pip5k1b",0.548873147206005,0.499168479831435,0.118,0.092,1
"Prpf31",0.549067719935556,0.48466891013632,0.118,0.092,1
"Zfp395",0.549106639563487,0.276776058494987,0.324,0.289,1
"Nasp",0.549472534306854,0.396074986867332,0.294,0.266,1
"Rita1",0.549526614608952,0.794624363357606,0.132,0.11,1
"Smcr8",0.549980239611554,0.569557807722833,0.191,0.168,1
"Nemp1",0.550193172199419,0.421165967830162,0.118,0.092,1
"Mras",0.550706640265468,0.421165967830162,0.132,0.173,1
"Tln2",0.5512350930604,0.539810464328781,0.294,0.277,1
"Rap2b",0.551257188853237,0.28303504896667,0.235,0.202,1
"Fopnl",0.551477202761069,0.477225926950758,0.265,0.254,1
"Zc3h15",0.551597772244559,0.562894077441823,0.176,0.15,1
"Kremen1",0.552187307404602,0.675788133847756,0.221,0.202,1
"Clec11a",0.552709965964888,0.272203328705163,0.5,0.497,1
"Arsa",0.553005126013016,0.725677009640115,0.132,0.11,1
"Icam4",0.553784619750723,0.861738559216144,0.162,0.145,1
"Psmb9",0.553930144818351,0.499168479831436,0.147,0.121,1
"Cpne1",0.553961154553469,0.30136169677326,0.221,0.289,1
"Pogz",0.554108178252115,0.390234108278271,0.191,0.162,1
"Mecom",0.554468542605648,0.730494025937891,0.132,0.11,1
"Thbd",0.554666478073615,0.531589957523813,0.25,0.225,1
"Rbms1",0.555241376235672,0.573441242210061,0.265,0.254,1
"Dnajc3",0.555485250330466,0.461336406305696,0.353,0.347,1
"Rasd1",0.555676233393894,0.719134163773343,0.191,0.173,1
"Nle1",0.555855409315247,0.524043148470465,0.147,0.121,1
"Pld4",0.55623724058439,0.581630640023408,0.265,0.249,1
"Rnf31",0.556472662419627,0.806597005023682,0.103,0.081,1
"Kmt5c",0.556545855139713,0.304096664494499,0.338,0.318,1
"Plcg2",0.556669561836698,0.364039204950781,0.368,0.364,1
"Fam89b",0.556731097217789,0.372256367349215,0.279,0.254,1
"Ilf2",0.55745776304948,0.269162874385112,0.294,0.26,1
"Wdr48",0.557685814152501,0.610199792220179,0.221,0.202,1
"Tti1",0.557882166641409,0.669093481273748,0.103,0.081,1
"P2rx5",0.557882166641409,0.669093481273748,0.103,0.081,1
"Tmem64",0.558591808385349,0.569557807722833,0.25,0.237,1
"Pbrm1",0.55887202510228,0.490529561557563,0.324,0.312,1
"Fam110a",0.55888724791866,0.489184391258813,0.118,0.156,1
"Nt5c3b",0.559099071094897,0.932127887107542,0.147,0.127,1
"Vps35",0.559147648057322,0.443380701645688,0.294,0.266,1
"Hmmr",0.559277160397299,0.472696268470244,0.309,0.295,1
"Nif3l1",0.559545590058625,0.421165967830162,0.118,0.092,1
"Zranb3",0.559545590058625,0.421165967830162,0.118,0.092,1
"Sema3c",0.559545590058625,0.421165967830162,0.118,0.092,1
"Pms2",0.559545590058625,0.421165967830162,0.118,0.092,1
"Tmem158",0.559545590058625,0.421165967830162,0.118,0.092,1
"1110059E24Rik",0.560709562236108,0.581630640023408,0.103,0.081,1
"Sulf1",0.560878465916881,0.276776058494987,0.118,0.092,1
"Insig1",0.561247054649161,0.432895260412269,0.25,0.225,1
"Wdr77",0.56132269119944,0.521194786161434,0.221,0.197,1
"Rnasek",0.561364148200203,0.347165386386385,0.221,0.191,1
"Cep170b",0.561617327712899,0.524043148470465,0.235,0.214,1
"Fzd9",0.561633982946943,-0.510815608741187,0.103,0.127,1
"Hrct1",0.562262074194105,0.558669491580097,0.103,0.081,1
"Csnk1g3",0.562995647662883,0.597143639394733,0.206,0.185,1
"Rrp15",0.563023019519447,0.861738559216144,0.132,0.11,1
"Cdc42bpa",0.563108963254035,0.682349577976014,0.309,0.318,1
"Tent4b",0.563130036918094,0.449045000405599,0.206,0.179,1
"Celsr2",0.563505458568286,0.592277884222916,0.162,0.139,1
"Gapvd1",0.565223635253052,0.288271697332817,0.206,0.266,1
"Dnajc25",0.565389507449588,1.04231080485796,0.132,0.116,1
"Tbx1",0.566573214694089,-0.337332787885685,0.162,0.191,1
"Atg7",0.566690689563466,0.877680103085165,0.118,0.098,1
"Ptk2",0.566690689563466,0.877680103085165,0.118,0.098,1
"Slc48a1",0.566726887001435,0.515288145194712,0.368,0.376,1
"Cic",0.566928531296318,0.414279582244922,0.279,0.266,1
"Gba",0.567165711257156,0.482094966472494,0.265,0.249,1
"Bmp4",0.567680469313517,0.610199792220179,0.103,0.081,1
"Pcdhga11",0.567680469313517,0.610199792220179,0.103,0.081,1
"Arhgap18",0.567698365676877,0.655287681748717,0.235,0.22,1
"Npr2",0.567873838423233,0.462642603806321,0.147,0.121,1
"Lrrc57",0.568368099940948,0.640896589443096,0.162,0.139,1
"AB124611",0.570096501878747,0.347165386386385,0.118,0.092,1
"Mpp7",0.570402135666218,0.307637022199748,0.191,0.162,1
"Arhgef7",0.570576061536431,0.762202885665229,0.221,0.214,1
"Fam78a",0.570707819382417,0.421165967830162,0.103,0.081,1
"Suclg2",0.571137963568953,0.59509289982997,0.176,0.156,1
"Reep1",0.571638012895878,0.299859671608029,0.118,0.156,1
"Tinf2",0.571638520673774,0.298255785905439,0.294,0.266,1
"Tgfbi",0.571651850748655,0.337317600430038,0.456,0.468,1
"Adamts9",0.572150413423739,0.762202885665229,0.191,0.173,1
"Ireb2",0.572228939649119,0.74571476287666,0.235,0.231,1
"Ide",0.572665599865448,0.429627546578358,0.265,0.249,1
"Fat1",0.572992055933876,0.437363195357963,0.426,0.462,1
"Bax",0.573193260504667,0.409901141734348,0.368,0.37,1
"Arel1",0.573207731994756,0.421165967830162,0.294,0.272,1
"Zfp266",0.573606257566394,0.380332250321585,0.221,0.197,1
"Smc4",0.573956579712057,0.318019040726869,0.412,0.393,1
"Slc25a10",0.574033043566838,0.539810464328781,0.191,0.168,1
"Kit",0.575466529921204,0.730494025937891,0.147,0.127,1
"Tecpr1",0.575630719641212,0.58817348589018,0.132,0.11,1
"Nfkbil1",0.575773891784506,0.302771267027932,0.235,0.301,1
"Slc22a23",0.575988201375168,0.482094966472494,0.25,0.231,1
"Eif2s3x",0.576027222811563,0.273164804942609,0.162,0.202,1
"Dnpep",0.576128946957335,0.539810464328781,0.162,0.139,1
"Sh2d4a",0.576318949474961,0.669093481273748,0.103,0.081,1
"Pitpnm1",0.576325492592717,0.65055752983632,0.25,0.243,1
"Pcnx3",0.576391333963097,0.672005076693651,0.397,0.439,1
"Impad1",0.576449265862177,0.640896589443096,0.309,0.312,1
"Uap1",0.576537683959871,0.250303847133796,0.324,0.312,1
"Tpcn2",0.576658192608357,0.610199792220179,0.132,0.11,1
"Gmppa",0.577282843957385,0.576647232509153,0.162,0.139,1
"Tctn3",0.577753262599519,0.517090387828698,0.103,0.081,1
"Spdl1",0.577903744749227,0.499168479831435,0.103,0.081,1
"Katnb1",0.57814784282336,0.553616263853811,0.162,0.139,1
"Ep300",0.578296406907048,0.394993911477,0.368,0.376,1
"Myh4",0.578322348729501,0.5961929342263,0.324,0.335,1
"Tdrd3",0.578821882438416,0.555752008197803,0.221,0.202,1
"Atp10a",0.579108300802871,0.63667200358137,0.206,0.185,1
"Arl2",0.579569135389168,0.278993883744806,0.324,0.295,1
"Magi2",0.580970009284068,0.269162874385112,0.118,0.092,1
"Tbce",0.582247736929822,0.472696268470244,0.191,0.168,1
"Lhfp",0.582445232578213,0.546474194609792,0.25,0.237,1
"Pld3",0.583238082787754,0.347165386386385,0.25,0.225,1
"2210016L21Rik",0.583667649495024,0.512224632656881,0.309,0.301,1
"Mrtfa",0.583989686378949,0.53425093898688,0.309,0.301,1
"Dhrs1",0.584256648581092,0.576647232509153,0.162,0.139,1
"Fam49b",0.584509039501004,0.401613170408762,0.25,0.231,1
"C2cd2",0.584687550866093,0.425167898387658,0.191,0.168,1
"4833420G17Rik",0.584809129327144,0.399632806280521,0.353,0.347,1
"Reep4",0.585061046248132,0.347165386386385,0.088,0.116,1
"Nup188",0.585143539877879,0.48466891013632,0.103,0.081,1
"Ramp1",0.585455904470079,0.475489483361924,0.353,0.364,1
"Snx19",0.585536653614481,0.597143639394733,0.206,0.191,1
"Hspa13",0.58584443181178,1.04760510452748,0.103,0.087,1
"Arhgap27",0.58605251121385,0.259702545136046,0.191,0.162,1
"Zcchc17",0.586303962093084,0.368539037178952,0.324,0.306,1
"Ezh2",0.586532758005226,0.321170177853441,0.441,0.451,1
"Zfp142",0.587087506239682,0.524043148470465,0.132,0.11,1
"Kifap3",0.587087506239682,0.524043148470465,0.132,0.11,1
"Zfp990",0.58770883987006,0.440274790777867,0.103,0.081,1
"Arhgap24",0.58770883987006,0.440274790777867,0.103,0.081,1
"Far1",0.587725562397868,0.531589957523813,0.25,0.225,1
"Cep350",0.587898888305826,0.429627546578358,0.103,0.081,1
"Tor4a",0.587898888305826,0.429627546578358,0.103,0.081,1
"Arhgef6",0.587898888305826,0.429627546578358,0.103,0.081,1
"Rnf115",0.588153182479425,0.539810464328781,0.132,0.11,1
"Cep70",0.588153182479425,0.539810464328781,0.132,0.11,1
"Nlrx1",0.588154219395989,0.695088689806692,0.132,0.11,1
"Shfl",0.589191775844785,0.877680103085165,0.118,0.098,1
"Bex2",0.589347696506926,0.347165386386385,0.103,0.081,1
"Syngap1",0.59018246292649,0.861738559216144,0.132,0.116,1
"Nudt18",0.590942033737228,0.499168479831435,0.162,0.139,1
"Paqr7",0.591205407633168,0.302771267027932,0.176,0.15,1
"Rab24",0.591788669905901,0.405268340949954,0.338,0.324,1
"Glrx2",0.591817648492862,0.684200373663956,0.206,0.191,1
"Ikbkb",0.592777557256411,0.48466891013632,0.294,0.295,1
"Vegfb",0.592935450813854,0.555752008197803,0.221,0.202,1
"Naxd",0.593236414335958,0.443380701645688,0.294,0.283,1
"Mtus1",0.593358025392605,-0.335644437732916,0.221,0.249,1
"Parp3",0.595091110922214,0.311541476655664,0.206,0.179,1
"Tmem106a",0.595186064289599,0.252008153346045,0.221,0.191,1
"Rpp25l",0.595239236662756,0.381930804547062,0.456,0.474,1
"Arhgap25",0.595663036535277,0.802844870162575,0.191,0.173,1
"Gdi2",0.595788903828261,0.347165386386385,0.265,0.237,1
"Dynlt1f",0.596086765229382,0.48466891013632,0.206,0.185,1
"Rffl",0.596165977259918,0.276776058494987,0.294,0.272,1
"Socs1",0.59640884171277,0.595092899829971,0.176,0.156,1
"Trabd2b",0.596479049570736,-0.290264534228907,0.103,0.127,1
"Thap4",0.596689049531023,0.347165386386385,0.191,0.162,1
"Pwwp2b",0.596740625103733,0.762202885665229,0.191,0.173,1
"Chfr",0.597059084584547,0.531589957523813,0.235,0.22,1
"Ctnnbip1",0.597147164156241,0.416428048823499,0.294,0.283,1
"Rin3",0.597352115184412,0.28303504896667,0.309,0.289,1
"Clasrp",0.597658609892338,0.347165386386385,0.206,0.179,1
"Vav1",0.597950558187003,0.347165386386385,0.103,0.081,1
"Tsr2",0.597950558187003,0.347165386386385,0.103,0.081,1
"Rab11fip4",0.598097945737647,0.373637597747576,0.412,0.41,1
"Meis1",0.598116131818757,0.347165386386385,0.103,0.081,1
"Umps",0.598116131818757,0.347165386386385,0.103,0.081,1
"Mcfd2",0.598206432789996,0.25816038032764,0.456,0.457,1
"Odf2l",0.598783488312047,-0.315799626336044,0.147,0.173,1
"Zfp131",0.598820802362307,0.762202885665229,0.162,0.145,1
"Slc45a4",0.598820802362307,0.762202885665229,0.162,0.145,1
"Mthfd1l",0.599256571124142,0.347165386386385,0.309,0.301,1
"Tesk1",0.599333624613174,0.454080590302897,0.103,0.133,1
"Pmvk",0.599610826483213,0.432895260412269,0.235,0.22,1
"Sp100",0.599683510254245,0.472696268470244,0.221,0.202,1
"Ormdl1",0.599740636410017,0.472696268470244,0.132,0.11,1
"Pcca",0.599740636410017,0.472696268470244,0.132,0.11,1
"Rif1",0.600015304275235,0.684200373663955,0.118,0.098,1
"Sox5",0.600015304275235,0.684200373663955,0.118,0.098,1
"Pomk",0.600015304275235,0.684200373663956,0.118,0.098,1
"Tcf19",0.600171878488605,0.281577044758809,0.382,0.376,1
"Fam173a",0.601520944688883,0.663639051181639,0.25,0.243,1
"Polr1c",0.601810191586638,0.332518610421984,0.397,0.399,1
"Dpp9",0.601865944525463,0.661273976814448,0.206,0.197,1
"Eps8",0.602097890916104,0.63667200358137,0.191,0.173,1
"Vash1",0.602226107498486,0.812828958735197,0.206,0.202,1
"Adam12",0.602494199807355,0.390234108278271,0.191,0.168,1
"Mrtfb",0.603430511907211,0.573441242210061,0.25,0.237,1
"Pros1",0.603452195265095,0.381930804547062,0.221,0.197,1
"Ddah1",0.603832363799427,0.510664118669264,0.132,0.11,1
"Fancf",0.60394913072656,0.527737632028206,0.176,0.156,1
"Mocs3",0.605270302482093,-0.290264534228907,0.103,0.127,1
"Coa3",0.605551906162049,0.467459620104097,0.235,0.214,1
"Lgr4",0.605598857083592,0.288271697332817,0.147,0.121,1
"Spred1",0.605623629489357,0.369191692716384,0.309,0.289,1
"Smtnl2",0.605912772352522,0.454080590302897,0.162,0.139,1
"Serf1",0.606021084788367,0.371412932633063,0.294,0.272,1
"Etv3",0.607189447745028,0.932127887107541,0.103,0.087,1
"Prelid1",0.607518915592574,0.378874246113724,0.235,0.214,1
"Tbc1d4",0.607669210163149,0.63667200358137,0.191,0.179,1
"Nefh",0.607841766826464,0.307637022199748,0.132,0.173,1
"Rassf8",0.60794174363579,0.49155529572156,0.324,0.312,1
"Hist3h2ba",0.608239468442423,0.646725668245293,0.147,0.127,1
"Oas3",0.608660842495678,0.323318644432018,0.294,0.272,1
"Rraga",0.610078817056562,0.259702545136046,0.206,0.254,1
"Eif2ak3",0.610749790586723,0.438795861851954,0.485,0.543,1
"Spsb2",0.610918140839824,0.610199792220179,0.118,0.098,1
"Nicn1",0.610918140839824,0.610199792220179,0.118,0.098,1
"Csrp2",0.610918140839824,0.610199792220179,0.118,0.098,1
"Kcna6",0.611038098259305,0.539810464328781,0.221,0.208,1
"Aifm1",0.611041857382022,0.539810464328781,0.176,0.156,1
"Smim5",0.611200522482645,0.539810464328781,0.132,0.11,1
"Riox1",0.611418600054312,0.408565931050529,0.132,0.11,1
"Zc3h3",0.611418600054312,0.408565931050529,0.132,0.11,1
"Pdgfra",0.61155704235892,0.419315172142221,0.338,0.341,1
"Ntn1",0.611842146312757,0.296539313316417,0.456,0.439,1
"Ap5s1",0.611899291876138,0.553616263853812,0.147,0.127,1
"Epc2",0.612095854352887,0.63667200358137,0.118,0.098,1
"Hist2h2ab",0.612095854352887,0.63667200358137,0.118,0.098,1
"Hoxa5",0.612095854352887,0.63667200358137,0.118,0.098,1
"Nsun2",0.613225715054996,0.367923946553182,0.324,0.306,1
"Pon3",0.613514111154235,0.390234108278271,0.191,0.168,1
"Zfp219",0.614243770229464,0.423786667989298,0.265,0.249,1
"Utrn",0.614359231080794,0.681584425456945,0.235,0.225,1
"Lamtor4",0.614400382597943,0.472696268470244,0.176,0.156,1
"Kat5",0.614572252393049,0.263101121597911,0.279,0.254,1
"Pwp2",0.614701167551117,0.39296907599951,0.162,0.139,1
"Cbx5",0.614759334169481,0.421165967830162,0.206,0.185,1
"Yod1",0.614847715945837,0.299859671608029,0.279,0.26,1
"Elk4",0.615255692922599,0.402660498978089,0.397,0.428,1
"Itch",0.615472655719101,0.954847963607625,0.132,0.116,1
"Taf7",0.616618002995005,0.499168479831435,0.162,0.139,1
"Cenph",0.616790029664066,0.278993883744806,0.294,0.272,1
"Hsph1",0.617960568489392,0.564756821459012,0.221,0.214,1
"Adcy6",0.617973344830877,0.462642603806321,0.132,0.11,1
"Trf",0.618874964603366,0.618126707991808,0.412,0.439,1
"Atrnl1",0.619304338205469,0.307637022199748,0.191,0.168,1
"Ube2j2",0.619686271267945,0.530029443536196,0.206,0.191,1
"Il11ra1",0.619731002779122,0.297412351189286,0.412,0.41,1
"Chaf1a",0.620240730915517,0.442743046368616,0.338,0.335,1
"Gtf2f1",0.620498796128699,0.364867388119844,0.353,0.353,1
"Heca",0.620582929720348,0.269162874385112,0.25,0.231,1
"Zc3hc1",0.620964231459777,0.478409919664638,0.221,0.202,1
"Furin",0.621203137338606,0.330091873027444,0.353,0.358,1
"Vps8",0.621403672031437,0.633469571543026,0.221,0.208,1
"Rgl1",0.621509664155834,0.379586864078763,0.382,0.405,1
"Sp3",0.622080447618057,0.592277884222916,0.103,0.133,1
"Afdn",0.622236841812779,0.659109392701126,0.162,0.145,1
"Unc93b1",0.622269172326431,0.408565931050529,0.221,0.202,1
"Clasp2",0.623110387660823,0.558669491580097,0.118,0.098,1
"Syne2",0.623110387660823,0.558669491580097,0.118,0.098,1
"Med19",0.623185077036755,0.347165386386385,0.132,0.11,1
"Gle1",0.623562011995148,0.347165386386385,0.221,0.197,1
"Pax9",0.624054900694993,0.440274790777867,0.176,0.156,1
"Atrip",0.62429453921346,0.381930804547062,0.221,0.197,1
"Sept7",0.624299887040826,0.347165386386385,0.132,0.11,1
"Pcdhgb6",0.624299887040826,0.347165386386385,0.132,0.11,1
"Srebf1",0.624350788778975,0.411295723806101,0.441,0.474,1
"Paxbp1",0.624683358456767,0.394993911477,0.368,0.376,1
"Ccnb2",0.625036875991633,0.499168479831435,0.265,0.358,1
"Atraid",0.625279587456492,0.510664118669264,0.25,0.243,1
"Chaf1b",0.625356075200639,0.347165386386385,0.132,0.11,1
"Tmem184b",0.625437471056739,0.28303504896667,0.162,0.208,1
"Prmt7",0.625481007469653,0.513175337825314,0.221,0.208,1
"Erlec1",0.625497101134037,0.317418042992333,0.25,0.225,1
"Fbf1",0.626715812338858,0.517090387828698,0.176,0.156,1
"Phactr2",0.626823322220032,0.387807370883731,0.191,0.168,1
"Atad1",0.627018790220321,0.467459620104097,0.235,0.22,1
"Fubp1",0.627080551847972,0.334109233560939,0.426,0.439,1
"Yipf3",0.627185469324069,0.539810464328781,0.309,0.318,1
"Rusc1",0.627541364659062,0.762202885665229,0.103,0.087,1
"Sgsm3",0.627541364659062,0.762202885665229,0.103,0.087,1
"Fbxl19",0.628736999854741,0.524043148470465,0.147,0.127,1
"Rad9a",0.628736999854741,0.524043148470465,0.147,0.127,1
"Gstm4",0.628873737256564,0.806597005023682,0.103,0.087,1
"Eef2kmt",0.628874622803675,0.932127887107542,0.103,0.087,1
"Rnf126",0.629610335783615,0.287293930408986,0.426,0.462,1
"Gpatch8",0.629690440720841,0.316138490765761,0.235,0.214,1
"Sumo3",0.630319232087223,0.59509289982997,0.176,0.162,1
"Itpk1",0.630901524457217,0.960142263277138,0.191,0.185,1
"Mib1",0.631234441596844,0.63667200358137,0.191,0.179,1
"Emc8",0.632952890566051,0.472696268470244,0.118,0.098,1
"Zfp777",0.632967452131554,0.254055981994904,0.25,0.301,1
"Tmem168",0.633555656411267,0.347165386386385,0.132,0.11,1
"Gna13",0.633719955614528,0.434628227636725,0.368,0.37,1
"Sox4",0.634068418079448,0.49155529572156,0.324,0.329,1
"Tanc1",0.634199100904346,0.48466891013632,0.118,0.098,1
"Lsm10",0.634199100904346,0.48466891013632,0.118,0.098,1
"Bmpr1a",0.634199100904346,0.48466891013632,0.118,0.098,1
"Kif23",0.634268391871806,0.347165386386385,0.162,0.139,1
"Kdm3a",0.634304389176718,0.288271697332817,0.118,0.098,1
"Itga9",0.634556380205244,0.296539313316417,0.162,0.139,1
"Cenpm",0.634593221649384,0.78156821053216,0.191,0.179,1
"Tmem131l",0.634709186391186,0.276776058494987,0.221,0.197,1
"Erc1",0.63472523003809,0.531589957523813,0.235,0.22,1
"Ece1",0.635486729695698,0.465809882885004,0.206,0.185,1
"Cttn",0.636644665346845,0.396074986867331,0.353,0.358,1
"Filip1l",0.636756211434081,0.63667200358137,0.191,0.179,1
"Bin3",0.636970699618504,0.414279582244922,0.118,0.098,1
"Prr13",0.637362870832803,0.347165386386385,0.088,0.116,1
"Ptpn7",0.638877169480132,0.854125375106268,0.191,0.185,1
"Ifitm1",0.639001763672894,0.454080590302897,0.147,0.127,1
"Zfyve27",0.639001763672894,0.454080590302897,0.147,0.127,1
"Vps39",0.639177154097154,0.719134163773343,0.103,0.087,1
"P4htm",0.639777013719217,0.62727330557912,0.162,0.145,1
